index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
3803,"[0, 40[", Private,220098,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,30,United-States,<=50K
3804,"[0, 40[", Private,262515,Secondary education,7,Spouse not present,*, Other-relative,*,Male,0,0,20,United-States,<=50K
3805,"[0, 40[", ?,423863,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,35,United-States,<=50K
3806,"[0, 40[", Federal-gov,111567,Higher education,15,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3807,"[0, 40[", Private,194096,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
3808,"[40, 80[", Local-gov,420917,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
3809,"[0, 40[", Private,197871,Higher education,10,Spouse present,*, Husband,*,Male,0,0,44,United-States,>50K
3810,"[40, 80[", Local-gov,253116,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3812,"[0, 40[", State-gov,70447,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3814,"[0, 40[", Private,209970,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3815,"[0, 40[", Private,196745,Higher education,10,Spouse not present,*, Own-child,*,Female,594,0,16,United-States,<=50K
3816,"[0, 40[", Local-gov,175262,Higher education,14,Spouse present,*, Other-relative,*,Male,0,0,35,United-States,<=50K
3817,"[40, 80[", Self-emp-inc,304955,Higher education,14,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3818,"[40, 80[", Private,181265,Higher education,10,Spouse present,*, Husband,*,Male,0,0,52,United-States,<=50K
3819,"[0, 40[", Private,200973,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3825,"[0, 40[", Private,177711,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3828,"[0, 40[", Federal-gov,470663,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
3829,"[40, 80[", Private,71738,Higher education,14,Spouse present,*, Husband,*,Male,0,0,46,United-States,>50K
3830,"[40, 80[", Private,74156,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,30,United-States,<=50K
3831,"[40, 80[", Private,202467,Higher education,13,Spouse present,*, Husband,*,Male,0,1485,40,United-States,>50K
3833,"[40, 80[", Private,193494,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3835,"[40, 80[", Private,130571,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3836,"[40, 80[", Self-emp-inc,90363,Higher education,15,Spouse present,*, Husband,*,Male,99999,0,35,United-States,>50K
3838,"[40, 80[", Self-emp-not-inc,239093,Higher education,10,Spouse present,*, Husband,*,Male,3137,0,40,United-States,<=50K
3842,"[40, 80[", Federal-gov,189985,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3843,"[0, 40[", ?,34862,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,72,United-States,<=50K
3844,"[0, 40[", Self-emp-inc,126675,Higher education,13,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3845,"[40, 80[", State-gov,199806,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3846,"[0, 40[", Private,57596,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3851,"[0, 40[", ?,306031,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3852,"[0, 40[", Private,306467,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
3855,"[0, 40[", Private,117393,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3857,"[40, 80[", Private,179010,Higher education,10,Spouse not present,*, Not-in-family,*,Female,0,0,60,United-States,<=50K
3859,"[40, 80[", Private,316101,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
3860,"[40, 80[", Private,293305,Higher education,13,Spouse present,*, Husband,*,Male,0,1887,40,United-States,>50K
3861,"[40, 80[", Local-gov,175750,Secondary education,9,Spouse not present,*, Unmarried,*,Male,0,0,40,United-States,<=50K
3864,"[40, 80[", State-gov,229272,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3866,"[40, 80[", Private,22743,Higher education,10,Spouse present,*, Husband,*,Male,15024,0,60,United-States,>50K
3871,"[0, 40[", Local-gov,363032,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3872,"[0, 40[", Private,170020,Secondary education,9,Spouse present,*, Husband,*,Male,3137,0,45,United-States,<=50K
3873,"[0, 40[", Private,137900,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,35,United-States,<=50K
3874,"[0, 40[", Private,322674,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3876,"[40, 80[", Private,147845,Secondary education,4,Spouse present,*, Husband,*,Male,0,0,31,United-States,<=50K
3877,"[0, 40[", Private,175759,Secondary education,9,Spouse not present,*, Unmarried,*,Male,0,0,40,United-States,<=50K
3878,"[40, 80[", Self-emp-inc,166459,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3880,"[40, 80[", Federal-gov,127455,Higher education,10,Spouse present,*, Husband,*,Male,0,0,48,United-States,>50K
3882,"[40, 80[", Private,254230,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3884,"[40, 80[", Local-gov,116286,Higher education,14,Spouse present,*, Husband,*,Male,0,0,60,United-States,>50K
3885,"[0, 40[", Private,146719,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,35,United-States,<=50K
3889,"[40, 80[", Private,225768,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3892,"[0, 40[", Private,191807,Secondary education,9,Spouse present,*, Husband,*,Male,15024,0,50,United-States,>50K
3894,"[40, 80[", Federal-gov,33863,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3897,"[0, 40[", ?,174233,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,24,United-States,<=50K
3898,"[0, 40[", Local-gov,95393,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,20,United-States,<=50K
3899,"[0, 40[", Private,221095,Secondary education,9,Spouse not present,*, Other-relative,*,Male,0,0,40,United-States,<=50K
3900,"[40, 80[", Private,104501,Higher education,13,Spouse present,*, Husband,*,Male,0,1902,55,United-States,>50K
3901,"[0, 40[", ?,437851,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3902,"[0, 40[", ?,131230,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,40,United-States,<=50K
3906,"[40, 80[", Local-gov,549341,Higher education,13,Spouse present,*, Husband,*,Male,0,0,35,United-States,<=50K
3907,"[0, 40[", Private,247445,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
3910,"[40, 80[", Private,185039,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,30,United-States,<=50K
3911,"[40, 80[", Private,166124,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3912,"[40, 80[", Private,82649,Higher education,13,Spouse present,*, Husband,*,Male,5013,0,45,United-States,<=50K
3913,"[40, 80[", Private,109275,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3915,"[40, 80[", Private,186338,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3917,"[0, 40[", Private,251579,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,14,United-States,<=50K
3922,"[0, 40[", Private,73203,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
3925,"[40, 80[", Self-emp-inc,145697,Higher education,10,Spouse present,*, Husband,*,Male,0,0,30,United-States,<=50K
3927,"[40, 80[", Private,201127,Higher education,14,Spouse present,*, Husband,*,Male,0,0,48,United-States,>50K
3928,"[0, 40[", Private,250791,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,48,United-States,<=50K
3929,"[40, 80[", Private,328216,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3930,"[0, 40[", Private,400443,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,20,United-States,<=50K
3932,"[0, 40[", Local-gov,127651,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3933,"[0, 40[", Private,250679,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3934,"[40, 80[", Private,103950,Higher education,14,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3935,"[0, 40[", Private,200199,Secondary education,7,Spouse not present,*, Own-child,*,Female,0,0,35,United-States,<=50K
3938,"[0, 40[", Private,82622,Higher education,10,Spouse not present,*, Unmarried,*,Male,0,0,40,United-States,<=50K
3939,"[0, 40[", Private,160728,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
3943,"[40, 80[", Private,371299,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,35,United-States,<=50K
3945,"[0, 40[", Private,29702,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
3948,"[40, 80[", Private,338740,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3951,"[0, 40[", Federal-gov,314525,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,1741,45,United-States,<=50K
3952,"[0, 40[", Private,173005,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,>50K
3953,"[40, 80[", Private,286750,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3954,"[40, 80[", Private,163985,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,24,United-States,<=50K
3956,"[40, 80[", Private,44121,Higher education,14,Spouse not present,*, Not-in-family,*,Female,0,1876,40,United-States,<=50K
3958,"[40, 80[", Private,310632,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3959,"[0, 40[", Private,153976,Higher education,10,Spouse present,*, Husband,*,Male,0,0,52,United-States,>50K
3961,"[40, 80[", Self-emp-not-inc,82388,Secondary education,9,Spouse present,*, Husband,*,Male,10566,0,40,United-States,<=50K
3964,"[0, 40[", Private,746786,Higher education,13,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
3966,"[40, 80[", Private,101825,Higher education,14,Spouse present,*, Wife,*,Female,0,1977,40,United-States,>50K
3967,"[0, 40[", Private,109009,Secondary education,7,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
3975,"[0, 40[", Private,215251,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,50,United-States,<=50K
3976,"[40, 80[", Self-emp-not-inc,124470,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
3977,"[0, 40[", Private,228649,Higher education,13,Spouse not present,*, Own-child,*,Male,0,0,38,United-States,<=50K
3978,"[40, 80[", Self-emp-not-inc,386397,Higher education,13,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
3985,"[0, 40[", Private,122215,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,52,United-States,<=50K
3986,"[0, 40[", Private,159442,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
3988,"[40, 80[", Private,192390,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
3989,"[0, 40[", Private,191324,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,25,United-States,<=50K
3991,"[0, 40[", State-gov,73009,Higher education,10,Spouse not present,*, Own-child,*,Male,0,0,15,United-States,<=50K
3992,"[40, 80[", Private,177858,Secondary education,9,Spouse not present,*, Other-relative,*,Male,0,0,55,United-States,>50K
3995,"[0, 40[", Private,125298,Higher education,10,Spouse not present,*, Unmarried,*,Female,0,0,50,United-States,<=50K
3997,"[0, 40[", Private,295949,Secondary education,9,Spouse present,*, Husband,*,Male,0,1628,40,United-States,<=50K
4000,"[40, 80[", Private,171635,Higher education,13,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
4001,"[0, 40[", Private,376240,Secondary education,9,Spouse not present,*, Own-child,*,Male,0,0,42,United-States,<=50K
4002,"[0, 40[", Private,157391,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
4003,"[0, 40[", ?,114357,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
4005,"[0, 40[", Private,207201,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
4008,"[40, 80[", Private,92036,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
4010,"[0, 40[", Private,400966,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
4013,"[0, 40[", Private,145917,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,15,United-States,<=50K
4015,"[0, 40[", Private,356555,Higher education,10,Spouse present,*, Husband,*,Male,0,0,48,United-States,<=50K
4019,"[0, 40[", Self-emp-inc,163039,Higher education,12,Spouse not present,*, Not-in-family,*,Male,0,0,60,United-States,<=50K
4020,"[0, 40[", Private,89559,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
4021,"[0, 40[", ?,35507,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,45,United-States,<=50K
4023,"[40, 80[", Private,192712,Secondary education,9,Spouse not present,*, Other-relative,*,Female,0,0,40,United-States,<=50K
4025,"[40, 80[", Private,222434,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
4026,"[0, 40[", Private,34706,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,47,United-States,<=50K
4027,"[40, 80[", Self-emp-not-inc,47857,Higher education,10,Spouse present,*, Husband,*,Male,0,0,50,United-States,<=50K
4028,"[0, 40[", Private,195216,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,12,United-States,<=50K
4030,"[0, 40[", Local-gov,329426,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
4031,"[0, 40[", Private,183612,Secondary education,9,Spouse present,*, Husband,*,Male,0,1977,40,United-States,>50K
4032,"[40, 80[", Private,184105,Higher education,11,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
4034,"[0, 40[", Private,61777,Higher education,10,Spouse not present,*, Not-in-family,*,Male,0,0,70,United-States,<=50K
4036,"[0, 40[", Private,199444,Higher education,13,Spouse not present,*, Own-child,*,Female,0,0,15,United-States,<=50K
4039,"[0, 40[", Private,87556,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
4040,"[0, 40[", State-gov,220421,Higher education,13,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
4041,"[40, 80[", Federal-gov,404599,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
4043,"[40, 80[", Local-gov,109973,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
4044,"[0, 40[", Private,246652,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
4046,"[0, 40[", Private,291248,Secondary education,9,Spouse not present,*, Other-relative,*,Male,0,0,40,United-States,<=50K
4047,"[40, 80[", Private,163708,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,40,United-States,<=50K
4048,"[40, 80[", Self-emp-not-inc,240358,Higher education,10,Spouse present,*, Husband,*,Male,0,0,20,United-States,<=50K
4050,"[40, 80[", Private,101593,Higher education,13,Spouse present,*, Husband,*,Male,0,0,60,United-States,<=50K
4051,"[0, 40[", Self-emp-not-inc,227890,Higher education,13,Spouse not present,*, Not-in-family,*,Male,0,0,40,United-States,<=50K
4052,"[0, 40[", Private,225053,Secondary education,9,Spouse not present,*, Not-in-family,*,Male,0,0,45,United-States,<=50K
4053,"[0, 40[", Private,228472,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,>50K
4054,"[0, 40[", Private,245378,Higher education,13,Spouse present,*, Husband,*,Male,0,0,45,United-States,<=50K
4056,"[0, 40[", Private,35032,Higher education,10,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
4058,"[40, 80[", Private,190115,Higher education,12,Spouse present,*, Husband,*,Male,0,0,40,United-States,>50K
4059,"[0, 40[", Private,63910,Higher education,10,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
4060,"[40, 80[", Private,510072,Higher education,13,Spouse present,*, Husband,*,Male,0,0,55,United-States,>50K
4062,"[0, 40[", Private,263024,Secondary education,9,Spouse not present,*, Own-child,*,Female,0,0,40,United-States,<=50K
4063,"[40, 80[", Private,306785,Secondary education,9,Spouse not present,*, Not-in-family,*,Female,0,0,40,United-States,<=50K
4065,"[40, 80[", Private,340734,Secondary education,9,Spouse present,*, Husband,*,Male,0,0,40,United-States,<=50K
4069,"[0, 40[", Private,104662,Secondary education,9,Spouse not present,*, Unmarried,*,Female,0,0,22,United-States,<=50K
